vehicle_id,driver_id,vehicle_model,vehicle_year,engine_cc,transmission_type,odometer_km,last_service_km,current_mileage,daily_distance_km,city_driving_percent,highway_driving_percent,driving_style,ac_usage_percent,fuel_price,fuel_type_before,e20_usage_percent,temperature,traffic_level,region,e20_mileage,user_reported_e20_mileage
VH19635,DR19635,Tata Tigor,2016,1498,Manual,91269,207,17.1,24.2,25,75,Aggressive,20,111.34,E10 Blend,74,24,Medium,West Bengal,16.02,15.9
VH19636,DR19636,Mahindra Scorpio-N,2026,1462,Manual,1695,6638,18.68,63.9,79,21,Moderate,62,103.64,E10 Blend,62,37,Medium,Uttar Pradesh,18.42,17.9
VH19637,DR19637,Renault Triber,2024,1198,Automatic,20217,2547,16.12,37.3,60,40,Aggressive,53,100.3,E10 Blend,26,36,High,Delhi,16.12,16.1
VH19638,DR19638,Maruti Suzuki Swift,2020,1000,Manual,48224,9500,23.13,45.8,44,56,Calm,44,109.07,E10 Blend,18,29,Medium,Kerala,22.03,22.6
VH19639,DR19639,Tata Safari,2021,2755,Manual,56213,63,9.81,38.9,45,55,Aggressive,64,103.41,E10 Blend,43,31,Medium,Uttar Pradesh,9.29,9.3
VH19640,DR19640,Hyundai i20,2019,998,Manual,69481,8846,17.74,41.1,47,53,Aggressive,61,112.14,E10 Blend,21,17,Medium,Karnataka,17.56,17.4
VH19641,DR19641,Tata Altroz,2024,1373,Automatic,19614,1498,19.97,44.4,64,36,Moderate,33,108.92,Petrol (E0),56,27,Low,Kerala,19.97,19.9
VH19642,DR19642,Maruti Suzuki Baleno,2023,1197,Automatic,20324,4180,14.79,9.1,61,39,Aggressive,68,118.12,E10 Blend,68,30,High,Madhya Pradesh,14.28,14.6
VH19643,DR19643,Hyundai Venue,2015,1199,Automatic,101420,3053,16.9,25.2,70,30,Moderate,30,109.2,Petrol (E0),19,36,High,Bihar,16.63,16.9
VH19644,DR19644,Tata Safari,2016,1997,Automatic,94753,5661,16.39,16.7,14,86,Moderate,36,100.83,Petrol (E0),23,40,Medium,Gujarat,16.39,15.5
VH19645,DR19645,Volkswagen Taigun,2016,1497,Manual,93705,2665,18.14,25.6,56,44,Moderate,47,117.5,Petrol (E0),77,31,Medium,West Bengal,17.48,17.7
VH19646,DR19646,Honda Amaze,2014,1197,Manual,114178,3272,19.41,54.5,62,38,Calm,49,112.23,Petrol (E0),39,30,Medium,Madhya Pradesh,19.38,19.4
VH19647,DR19647,Kia Carens,2015,1248,Automatic,105519,89,14.12,34.9,48,52,Aggressive,49,109.27,Petrol (E0),71,25,High,Maharashtra,13.17,12.4
VH19648,DR19648,Hyundai Exter,2011,1373,Manual,139630,172,15.99,60.1,67,33,Calm,55,100.48,E10 Blend,75,14,High,Uttar Pradesh,14.69,14.9
VH19649,DR19649,Toyota Urban Cruiser Hyryder,2014,2694,Manual,115237,1961,9.75,47.2,49,51,Aggressive,67,107.26,E10 Blend,59,28,Medium,Tamil Nadu,9.75,9.3
VH19650,DR19650,Maruti Suzuki Brezza,2025,1498,Manual,10730,1208,20.25,21.9,55,45,Moderate,31,117.59,Petrol (E0),69,26,Medium,Madhya Pradesh,18.61,18.4
VH19651,DR19651,Tata Altroz,2016,1451,Manual,98119,560,17.94,57.3,37,63,Moderate,9,107.7,E10 Blend,46,27,Medium,Karnataka,17.75,17
VH19652,DR19652,Citroen C3,2022,1497,Automatic,35405,72,17.39,45.1,31,69,Aggressive,82,106.3,Petrol (E0),43,31,Medium,Tamil Nadu,17.12,16.7
VH19653,DR19653,Jeep Compass,2013,2179,Automatic,125930,288,11.62,45.5,35,65,Aggressive,57,102.17,E10 Blend,51,34,Medium,Uttar Pradesh,11.46,11.5
VH19654,DR19654,Mahindra Marazzo,2013,2755,Manual,124884,2541,10.52,45.1,66,34,Moderate,31,108.25,E10 Blend,36,31,Medium,Odisha,10.52,10.5
VH19655,DR19655,Hyundai Exter,2010,1373,Manual,149691,2520,18.31,46.8,50,50,Calm,82,111.73,E10 Blend,85,26,Medium,Rajasthan,17.74,17.4
VH19656,DR19656,Tata Tiago,2024,1000,Manual,21699,4599,18.56,41.1,75,25,Moderate,91,107.94,E10 Blend,15,25,High,Karnataka,18.56,17.8
VH19657,DR19657,Maruti Suzuki Ignis,2015,799,Manual,102506,2128,20.78,24.3,36,64,Moderate,89,113.99,E10 Blend,41,26,Medium,Karnataka,20.28,19.9
VH19658,DR19658,Toyota Rumion,2023,2694,Manual,35194,8145,13.06,35.4,41,59,Moderate,35,111.98,Petrol (E0),64,30,High,Maharashtra,12.49,12.5
VH19659,DR19659,Hyundai Venue,2021,1373,Automatic,47360,2566,20.78,5,42,58,Calm,59,104.49,Petrol (E0),58,31,Medium,Tamil Nadu,19.85,19.9
VH19660,DR19660,Skoda Slavia,2011,1451,Manual,140433,987,12.81,9.7,55,45,Aggressive,66,107.4,Petrol (E0),73,38,Medium,Tamil Nadu,11.64,11.4
VH19661,DR19661,Maruti Suzuki Dzire,2017,1451,Manual,87846,405,19.81,55,64,36,Moderate,22,107.28,Petrol (E0),13,32,Low,Tamil Nadu,19.8,19.8
VH19662,DR19662,Maruti Suzuki WagonR,2011,799,Manual,143484,2867,19.2,5,14,86,Moderate,36,107.27,Petrol (E0),76,23,High,Bihar,18.11,17.7
VH19663,DR19663,Maruti Suzuki WagonR,2016,999,Automatic,84328,3021,19.77,48.3,37,63,Calm,62,99.79,E10 Blend,57,33,Medium,Uttar Pradesh,19.34,19.1
VH19664,DR19664,Maruti Suzuki WagonR,2023,1197,Automatic,30555,1868,15.77,39.1,67,33,Aggressive,78,96.09,Petrol (E0),20,24,Medium,Uttarakhand,15.72,14.5
VH19665,DR19665,Hyundai i20,2018,998,Manual,77312,1517,17.36,23.1,73,27,Moderate,46,108.04,Petrol (E0),60,27,High,Tamil Nadu,16.77,16
VH19666,DR19666,Hyundai Grand i10 Nios,2013,799,Manual,123681,8470,17.38,22.4,43,57,Aggressive,60,110.17,E10 Blend,39,14,Medium,Rajasthan,16.46,16.1
VH19667,DR19667,Maruti Suzuki Ertiga,2025,1498,Manual,4345,410,20.14,25.2,66,34,Moderate,54,115.17,Petrol (E0),68,32,Low,Madhya Pradesh,19.38,19.3
VH19668,DR19668,Tata Safari,2020,2184,Manual,55338,7289,17.84,15.1,49,51,Calm,23,110.8,E10 Blend,69,36,Medium,Rajasthan,17.01,16.5
VH19669,DR19669,Maruti Suzuki Swift,2020,1000,Manual,58541,975,18.56,34.4,45,55,Aggressive,80,111.8,Petrol (E0),17,33,Low,Tamil Nadu,18.31,17.7
VH19670,DR19670,Hyundai i20,2022,1197,Manual,45023,452,22.14,69.8,65,35,Calm,87,116,E10 Blend,71,35,Low,Rajasthan,20.94,20.2
VH19671,DR19671,Maruti Suzuki Celerio,2025,999,Automatic,17055,3141,22.02,21.5,49,51,Calm,35,117.16,Petrol (E0),57,35,High,Telangana,20.66,19.4
VH19672,DR19672,Kia Sonet,2014,1248,Manual,114083,681,16.09,47.3,45,55,Aggressive,83,100.06,E10 Blend,85,26,Medium,Punjab,15.26,14.8
VH19673,DR19673,Kia Carens,2022,1497,Manual,38982,260,18.75,48.9,80,20,Moderate,61,101.61,Petrol (E0),34,37,Medium,Delhi,18.75,18.6
VH19674,DR19674,Tata Safari,2017,2393,Automatic,87517,2925,13.76,23.4,27,73,Moderate,73,112.41,E10 Blend,37,23,Low,Telangana,12.95,12.2
VH19675,DR19675,Maruti Suzuki Dzire,2014,1451,Automatic,112263,381,17.03,44.1,32,68,Calm,78,99.21,Petrol (E0),59,37,High,Chhattisgarh,16.23,16
VH19676,DR19676,Tata Punch,2011,999,Manual,143567,1894,15.96,38.6,55,45,Aggressive,92,112.31,E10 Blend,29,29,Medium,West Bengal,15.96,15.9
VH19677,DR19677,Tata Nexon,2012,1197,Manual,129290,1033,15.02,37.5,68,32,Moderate,66,112.05,Petrol (E0),29,32,High,West Bengal,14.94,15
VH19678,DR19678,Mahindra Scorpio-N,2022,2198,Manual,40386,2073,16.5,31.8,42,58,Calm,46,110,Petrol (E0),54,30,High,Rajasthan,15.74,15
VH19679,DR19679,Tata Tiago,2019,1000,Automatic,53557,6123,22.67,30,42,58,Calm,49,113.13,Petrol (E0),47,24,Medium,Karnataka,21.63,21.1
VH19680,DR19680,Maruti Suzuki Celerio,2011,1197,Manual,141158,3068,14.71,31.7,24,76,Aggressive,74,101.06,E10 Blend,85,33,Medium,Uttar Pradesh,14.04,14
VH19681,DR19681,Toyota Glanza,2016,1197,Manual,100491,111,19.12,34.9,57,43,Moderate,49,111.32,E10 Blend,76,29,Medium,Maharashtra,18.26,17.4
VH19682,DR19682,Maruti Suzuki Eeco,2013,999,Manual,123296,6999,16.76,5,53,47,Calm,70,111.55,Petrol (E0),61,23,High,Karnataka,16.26,16.1
VH19683,DR19683,Mahindra Bolero,2017,2393,Manual,88105,880,10.95,64.5,68,32,Moderate,78,101.82,E10 Blend,18,23,High,Uttar Pradesh,10.76,10.6
VH19684,DR19684,Hyundai Venue,2023,1373,Automatic,24150,264,21.8,60.8,61,39,Calm,31,103.33,E10 Blend,67,18,Low,Uttar Pradesh,20.82,21
VH19685,DR19685,Tata Punch,2018,1197,Manual,74240,215,22.54,18,10,90,Calm,11,110.15,Petrol (E0),64,20,High,Maharashtra,21.6,22.1
VH19686,DR19686,Tata Harrier,2017,1956,Manual,87440,691,14.93,33.5,49,51,Moderate,85,111.34,E10 Blend,56,29,High,Karnataka,14.62,14.4
VH19687,DR19687,Mahindra Marazzo,2023,2393,Manual,29180,434,15.02,67.4,52,48,Aggressive,46,108.77,Petrol (E0),85,37,Low,Bihar,14.79,14.5
VH19688,DR19688,Toyota Innova Crysta,2017,2198,Manual,91064,5055,12.36,39.4,72,28,Aggressive,55,109.08,Petrol (E0),16,36,Low,Tamil Nadu,11.93,11.1
VH19689,DR19689,Toyota Rumion,2011,2694,Manual,141071,9500,8,55.1,26,74,Aggressive,92,103.7,Petrol (E0),43,35,Medium,Uttar Pradesh,8,7.8
VH19690,DR19690,Tata Punch,2018,998,Automatic,73706,9500,18.99,57.5,62,38,Moderate,47,105,Petrol (E0),31,21,Medium,Assam,18.26,18.5
VH19691,DR19691,Maruti Suzuki Ertiga,2025,2694,Manual,12992,3023,17.32,19.9,50,50,Moderate,46,108.77,Petrol (E0),20,32,Low,Karnataka,16.82,17.3
VH19692,DR19692,Skoda Kushaq,2018,1198,Manual,77780,3143,17.54,30.8,85,15,Calm,72,107.51,Petrol (E0),17,31,High,Tamil Nadu,17.44,17.5
VH19693,DR19693,Maruti Suzuki Brezza,2022,1451,Manual,34707,1427,17.14,38.1,60,40,Aggressive,47,104.5,E10 Blend,32,28,Medium,Punjab,16.61,16.9
VH19694,DR19694,Maruti Suzuki Eeco,2017,1000,Manual,81736,7302,19.89,8.2,75,25,Moderate,80,109.6,E10 Blend,16,29,Low,Tamil Nadu,19.58,19.1
VH19695,DR19695,Maruti Suzuki Alto K10,2017,1197,Manual,85034,4129,20.03,8.4,41,59,Moderate,86,103.66,Petrol (E0),54,24,Medium,Assam,19.55,19.2
VH19696,DR19696,Maruti Suzuki Alto K10,2012,799,Manual,134008,1521,15.41,21.7,48,52,Aggressive,24,111.4,Petrol (E0),32,31,High,Madhya Pradesh,14.72,13.6
VH19697,DR19697,Tata Tiago,2012,799,Manual,137059,4361,20.51,37.2,26,74,Moderate,55,107.7,E10 Blend,33,27,Medium,Karnataka,19.95,19.2
VH19698,DR19698,Renault Kwid,2013,799,Automatic,122101,4278,18.47,33.8,70,30,Moderate,78,113.19,Petrol (E0),36,31,Low,Rajasthan,17.78,17.7
VH19699,DR19699,Kia Carens,2017,1373,Manual,85136,1325,18.91,29,35,65,Moderate,57,111.83,E10 Blend,23,31,Low,Kerala,18.4,17.9
VH19700,DR19700,Tata Tiago,2025,998,Automatic,8670,1203,20.97,31.7,43,57,Moderate,66,114.29,Petrol (E0),72,32,High,Madhya Pradesh,19.83,19.8
VH19701,DR19701,Maruti Suzuki Baleno,2021,1198,Automatic,48125,5646,17.29,37.3,68,32,Moderate,23,102.57,Petrol (E0),75,33,High,Delhi,16.78,16.3
VH19702,DR19702,Hyundai Grand i10 Nios,2017,999,Manual,90824,9500,18.5,52.9,100,0,Moderate,45,116.78,E10 Blend,51,40,Medium,Madhya Pradesh,18.2,17.9
VH19703,DR19703,Hyundai Verna,2010,1198,Manual,153603,293,16.3,28.8,56,44,Moderate,65,111.5,Petrol (E0),21,33,High,Bihar,15.91,15.7
VH19704,DR19704,Maruti Suzuki WagonR,2013,799,Manual,124282,224,16.06,41,56,44,Aggressive,90,100.98,E10 Blend,68,32,High,Gujarat,15.41,15.9
VH19705,DR19705,Maruti Suzuki Fronx,2023,1199,Automatic,34676,1576,18.91,23.3,43,57,Moderate,91,118.71,Petrol (E0),51,25,Medium,Madhya Pradesh,18.62,18.9
VH19706,DR19706,Maruti Suzuki XL6,2010,1197,Manual,160134,2130,13.3,15.1,57,43,Aggressive,37,104.66,Petrol (E0),8,33,Medium,Gujarat,12.88,12.6
VH19707,DR19707,Maruti Suzuki Eeco,2013,999,Automatic,126691,768,17.95,21.4,78,22,Moderate,46,99.69,Petrol (E0),26,37,Medium,Chhattisgarh,17.09,16.6
VH19708,DR19708,Toyota Rumion,2013,1997,Manual,118135,1097,16.31,51.4,58,42,Calm,46,116.05,E10 Blend,30,33,Medium,Madhya Pradesh,15.73,15.8
VH19709,DR19709,Hyundai Creta,2016,2184,Manual,96314,103,11.44,27.4,35,65,Aggressive,47,101.86,Petrol (E0),48,44,Medium,Punjab,11.44,10.9
VH19710,DR19710,Mahindra Scorpio-N,2019,1997,Manual,57984,1672,12.61,9.5,65,35,Aggressive,51,101.12,Petrol (E0),80,36,Medium,Uttar Pradesh,11.1,10.5
VH19711,DR19711,Maruti Suzuki S-Presso,2011,998,Manual,133464,9500,17.07,12.4,40,60,Moderate,55,113.29,E10 Blend,60,20,Medium,Karnataka,16.59,16.1
VH19712,DR19712,Kia Seltos,2015,2179,Manual,102794,2104,10.84,43.5,30,70,Aggressive,65,104.09,E10 Blend,38,24,High,Gujarat,10.75,10.8
VH19713,DR19713,Maruti Suzuki XL6,2019,1451,Manual,66882,1050,20.48,49,35,65,Calm,74,99.95,Petrol (E0),75,26,Medium,Uttar Pradesh,19.19,19.1
VH19714,DR19714,Maruti Suzuki S-Presso,2010,998,Manual,152221,4867,19.54,14.2,43,57,Calm,63,99.31,Petrol (E0),37,9,Low,Delhi,19.17,19.5
VH19715,DR19715,Hyundai Santro,2024,1000,Manual,11630,4419,22.82,38.2,49,51,Moderate,58,102.1,Petrol (E0),40,46,Low,Delhi,22,20.7
VH19716,DR19716,Maruti Suzuki Celerio,2016,799,Automatic,100366,3236,21.92,40.5,36,64,Calm,79,107.51,E10 Blend,47,30,Medium,Odisha,21.35,19.9
VH19717,DR19717,Tata Tiago,2024,998,Manual,21298,779,25.63,45.2,33,67,Calm,80,109.23,Petrol (E0),51,30,Medium,Maharashtra,24.88,25.1
VH19718,DR19718,Mahindra XUV700,2011,1498,Manual,141051,6584,14.23,38.1,74,26,Moderate,19,101.95,Petrol (E0),10,20,High,Uttar Pradesh,14.23,13.9
VH19719,DR19719,Honda WR-V,2021,1451,Manual,44802,3201,16.6,32.8,30,70,Aggressive,85,113.97,Petrol (E0),23,33,Medium,Maharashtra,16.51,16.6
VH19720,DR19720,Maruti Suzuki Ertiga,2012,2179,Automatic,128384,8514,9.57,67,75,25,Moderate,79,110.05,Petrol (E0),34,34,High,Tamil Nadu,9.57,8.8
VH19721,DR19721,Honda Amaze,2018,1199,Manual,80788,2371,17.93,29.9,78,22,Moderate,81,104.6,Petrol (E0),47,22,Medium,Chhattisgarh,17.27,16.9
VH19722,DR19722,Toyota Fortuner,2024,2982,Manual,22139,181,13.18,48.2,49,51,Calm,42,103.24,E10 Blend,53,41,High,Uttar Pradesh,12.91,11.8
VH19723,DR19723,Kia Sonet,2012,1373,Manual,128915,2316,13.4,39.1,67,33,Aggressive,63,99.73,Petrol (E0),64,28,Medium,Gujarat,12.53,12.2
VH19724,DR19724,Mahindra Bolero,2026,2982,Manual,2599,8974,15.86,42.9,49,51,Calm,27,98.4,E10 Blend,64,37,Medium,Gujarat,15.54,14.8
VH19725,DR19725,Hyundai Exter,2011,1498,Manual,150408,9500,14.02,31.1,47,53,Aggressive,49,116.82,E10 Blend,30,35,Low,Telangana,13.94,13.7
VH19726,DR19726,Honda Elevate,2017,1197,Automatic,79247,1628,15.11,41.6,51,49,Aggressive,48,99.68,Petrol (E0),72,21,Medium,Uttar Pradesh,14.54,14.8
VH19727,DR19727,Mahindra Bolero Neo,2023,1997,Manual,27915,1373,16.59,45.9,35,65,Moderate,55,116.2,E10 Blend,41,27,High,Madhya Pradesh,16.54,16.59
VH19728,DR19728,Maruti Suzuki Eeco,2022,799,Automatic,40994,5385,21.38,47.7,56,44,Calm,74,100.68,E10 Blend,54,36,High,Uttar Pradesh,20.3,19.8
VH19729,DR19729,Hyundai Grand i10 Nios,2014,1197,Manual,109638,8114,19.1,5,58,42,Calm,57,109.11,E10 Blend,47,33,Medium,Tamil Nadu,18.54,19.1
VH19730,DR19730,Toyota Fortuner,2026,2982,Automatic,500,931,15.65,12.6,72,28,Calm,44,101.9,E10 Blend,23,40,Low,Gujarat,15.65,15.65
VH19731,DR19731,Maruti Suzuki WagonR,2011,998,Manual,148085,8590,15.91,40.1,34,66,Aggressive,60,111.7,Petrol (E0),65,28,Low,Maharashtra,15.56,15.5
VH19732,DR19732,Mahindra XUV700,2010,2184,Manual,152961,1027,11.83,55.2,90,10,Moderate,66,116.52,Petrol (E0),70,28,Medium,Rajasthan,11.3,11.1
VH19733,DR19733,Toyota Innova Crysta,2019,2184,Manual,68890,114,15.87,5,78,22,Calm,82,110.86,Petrol (E0),5,30,Medium,Maharashtra,15.87,15.87
VH19734,DR19734,Hyundai Santro,2015,799,Manual,102762,2467,15.93,48.3,67,33,Aggressive,60,100.54,Petrol (E0),58,32,Medium,Chhattisgarh,15.2,14.9
VH19735,DR19735,Toyota Rumion,2024,1497,Manual,21646,214,17.25,42.7,33,67,Aggressive,33,118,Petrol (E0),36,33,High,Rajasthan,16.76,16.7
VH19736,DR19736,Toyota Glanza,2020,799,Manual,57378,807,22.37,29.3,68,32,Moderate,28,108.48,Petrol (E0),64,27,Low,Maharashtra,20.98,21.2
VH19737,DR19737,Honda Elevate,2026,1451,Manual,615,4138,19.46,34.2,56,44,Calm,40,98.9,Petrol (E0),52,33,High,Gujarat,18.99,17.9
VH19738,DR19738,Kia Seltos,2017,2184,Manual,82860,9500,15.09,44.6,51,49,Calm,51,109.71,Petrol (E0),62,23,Medium,Kerala,14.72,14.4
VH19739,DR19739,Tata Nexon,2013,1373,Automatic,126866,6256,17.65,47.1,73,27,Calm,78,109,Petrol (E0),70,25,Low,Bihar,17.19,17.3
VH19740,DR19740,Mahindra XUV700,2019,2179,Manual,67365,7084,17.07,19,6,94,Moderate,59,106.89,Petrol (E0),61,34,Medium,Bihar,16.28,17.07
VH19741,DR19741,Hyundai Santro,2010,998,Manual,159016,3187,14.15,48.2,68,32,Aggressive,70,104.9,E10 Blend,35,29,Low,Uttar Pradesh,13.55,14.15
VH19742,DR19742,Hyundai Venue,2026,1197,Manual,3939,1608,21.46,15.7,46,54,Calm,85,100.38,Petrol (E0),87,29,High,Gujarat,20.56,20.5
VH19743,DR19743,Datsun redi-GO,2014,1000,Manual,112033,771,19.28,68.5,57,43,Calm,69,115.59,E10 Blend,4,22,High,Madhya Pradesh,18.42,18.2
VH19744,DR19744,Hyundai Verna,2023,1199,Automatic,24203,50,16.44,26.2,46,54,Aggressive,31,111.66,E10 Blend,60,29,High,Maharashtra,15.44,15.1
VH19745,DR19745,Renault Kwid,2016,799,Manual,85692,1976,23.65,70.5,44,56,Calm,71,101.73,E10 Blend,17,36,Medium,Gujarat,23.12,22.2
VH19746,DR19746,Tata Tiago,2016,998,Manual,94432,606,17.15,46.9,89,11,Moderate,82,113.25,Petrol (E0),72,38,High,Maharashtra,16.34,16.2
VH19747,DR19747,Hyundai Creta,2015,2179,Automatic,97690,3993,12.14,16.7,97,3,Moderate,12,104.14,Petrol (E0),59,31,Medium,Delhi,11.68,10.7
VH19748,DR19748,Honda Elevate,2024,1497,Manual,20388,909,18.48,13.1,36,64,Moderate,69,102.26,E10 Blend,41,27,High,Delhi,18.34,18.48
VH19749,DR19749,Maruti Suzuki Fronx,2015,1373,Manual,103826,6038,15.17,24.6,80,20,Moderate,45,111.08,Petrol (E0),79,20,Medium,Odisha,14.51,15
VH19750,DR19750,Maruti Suzuki XL6,2022,1498,Manual,37272,1161,21,19.5,55,45,Calm,50,110.39,Petrol (E0),85,30,Medium,Tamil Nadu,19.48,19.2
VH19751,DR19751,Tata Punch,2025,1000,Manual,6798,3989,24.17,49.2,22,78,Moderate,36,100.68,E10 Blend,9,30,Medium,Assam,23.83,24
VH19752,DR19752,Renault Triber,2024,1498,Manual,17231,5057,17.47,41.5,99,1,Moderate,72,105.01,Petrol (E0),52,29,Medium,Odisha,17.3,16.4
VH19753,DR19753,Maruti Suzuki Swift,2011,998,Manual,136950,8354,17.89,26.8,56,44,Calm,61,102.14,E10 Blend,75,24,High,Punjab,16.89,15.9
VH19754,DR19754,Kia Carens,2018,1451,Manual,80627,1952,15.87,37.6,61,39,Aggressive,77,95.14,E10 Blend,65,15,Medium,Uttarakhand,14.98,14.5
VH19755,DR19755,Tata Safari,2014,2982,Manual,107058,2578,8,20.9,40,60,Aggressive,45,100.81,E10 Blend,63,16,High,Delhi,7.29,7.1
VH19756,DR19756,Tata Nexon,2022,1197,Manual,41036,3629,22.27,30.9,47,53,Calm,91,114.66,E10 Blend,90,33,Medium,Madhya Pradesh,21.11,21.9
VH19757,DR19757,Hyundai Creta,2024,2694,Manual,5469,5750,14.18,73.3,39,61,Aggressive,69,99.22,Petrol (E0),55,35,Medium,Gujarat,13.95,14.18
VH19758,DR19758,Maruti Suzuki Celerio,2011,1000,Manual,139088,1108,19.28,18.2,58,42,Moderate,47,111.78,E10 Blend,90,23,Low,Maharashtra,18.04,18.4
VH19759,DR19759,Maruti Suzuki WagonR,2022,799,Automatic,33881,2381,21.9,43.8,43,57,Moderate,54,106.68,E10 Blend,27,31,Medium,Tamil Nadu,21.49,20.7
VH19760,DR19760,Maruti Suzuki Alto K10,2017,799,Automatic,87945,128,18.98,24.6,42,58,Aggressive,18,102.95,E10 Blend,67,23,Medium,Gujarat,18.4,17.5
VH19761,DR19761,Maruti Suzuki Ignis,2023,998,Manual,34942,2512,21.45,61.4,37,63,Moderate,38,101.68,Petrol (E0),39,25,High,Delhi,20.68,19.8
VH19762,DR19762,Mahindra XUV300,2014,1451,Automatic,116410,3169,14.86,30.4,33,67,Moderate,69,110.06,E10 Blend,16,26,High,Karnataka,14.24,13.2
VH19763,DR19763,Toyota Glanza,2025,1000,Manual,9597,750,22.56,25.4,2,98,Moderate,31,106.35,E10 Blend,77,29,High,Tamil Nadu,21.61,21
VH19764,DR19764,Tata Tigor,2021,1498,Automatic,40679,1002,19.75,49.5,31,69,Moderate,27,99.41,Petrol (E0),49,26,Low,Chhattisgarh,18.93,18.7
VH19765,DR19765,Kia Carens,2013,1497,Manual,116985,78,16.64,18.1,27,73,Aggressive,69,112.67,Petrol (E0),35,26,Low,Karnataka,16.19,15.8
VH19766,DR19766,Maruti Suzuki Swift,2013,999,Manual,123267,146,19.61,40.2,48,52,Moderate,95,108.19,E10 Blend,49,37,Medium,Tamil Nadu,19.41,18.8
VH19767,DR19767,Maruti Suzuki Ignis,2019,799,Manual,65912,2076,18.8,60.8,76,24,Aggressive,53,108.81,E10 Blend,31,25,Low,Karnataka,18.44,18.2
VH19768,DR19768,Tata Tiago,2026,998,Automatic,500,1730,24.13,43.7,21,79,Calm,49,113.18,E10 Blend,25,30,Medium,Maharashtra,23.34,22.5
VH19769,DR19769,Mahindra Thar,2017,2184,Manual,90944,6745,15.65,39.9,24,76,Moderate,68,107.72,E10 Blend,28,22,Medium,Karnataka,15.65,15.65
VH19770,DR19770,Kia Carens,2026,1197,Manual,500,50,20.68,10.2,7,93,Aggressive,69,99.56,Petrol (E0),61,38,Medium,Gujarat,19.5,19.3
VH19771,DR19771,Mahindra XUV700,2017,1956,Manual,78911,648,18.85,33,40,60,Calm,78,118,Petrol (E0),47,35,Low,Rajasthan,17.93,17.2
VH19772,DR19772,Mahindra Thar,2017,2179,Manual,90235,1314,14.84,55.7,71,29,Moderate,38,102.34,E10 Blend,15,23,Low,Uttar Pradesh,14.63,14.8
VH19773,DR19773,Mahindra Thar,2020,2393,Manual,44836,1462,15.31,76.5,65,35,Moderate,38,113.88,E10 Blend,33,30,Medium,Madhya Pradesh,14.72,14.2
VH19774,DR19774,Tata Altroz,2024,1497,Automatic,26140,5383,18.54,57.3,49,51,Moderate,94,107.92,E10 Blend,66,35,High,Bihar,17.72,17.8
VH19775,DR19775,Hyundai Exter,2015,1373,Manual,110819,3786,13.15,67.4,61,39,Aggressive,80,104.58,Petrol (E0),24,23,Medium,Uttar Pradesh,12.96,12.7
VH19776,DR19776,Tata Tiago,2012,998,Manual,131331,1999,19.8,40.9,40,60,Calm,46,113.58,Petrol (E0),24,28,High,Karnataka,19.47,19.4
VH19777,DR19777,Honda WR-V,2019,1198,Automatic,60943,1592,17.64,34.5,79,21,Calm,88,110.94,E10 Blend,42,25,High,Kerala,16.9,15.8
VH19778,DR19778,Hyundai Creta,2014,2694,Manual,108167,4424,13.56,33.1,77,23,Calm,27,107.71,E10 Blend,11,39,Medium,Tamil Nadu,12.94,13.5
VH19779,DR19779,Hyundai Exter,2018,1248,Manual,72676,1431,16.12,32.5,18,82,Aggressive,65,99.48,Petrol (E0),22,17,High,Gujarat,15.73,14.9
VH19780,DR19780,Renault Kwid,2019,1000,Automatic,64738,7821,22.17,10.9,49,51,Calm,70,102.83,Petrol (E0),58,31,Low,Chhattisgarh,21.23,20.5
VH19781,DR19781,Maruti Suzuki XL6,2020,1199,Automatic,61380,783,18.55,62.4,67,33,Moderate,32,110.45,E10 Blend,20,26,High,Karnataka,18.31,18.3
VH19782,DR19782,Maruti Suzuki WagonR,2021,999,Manual,54350,9500,22.31,30.3,79,21,Calm,33,106.69,E10 Blend,56,31,Low,Tamil Nadu,21.25,20.6
VH19783,DR19783,Honda Amaze,2023,1197,Manual,30728,4851,21.13,11.2,19,81,Moderate,71,109.08,Petrol (E0),79,25,Medium,Kerala,19.79,19.7
VH19784,DR19784,Hyundai i20,2012,1197,Manual,134174,5696,15.86,62.5,42,58,Moderate,77,91.38,E10 Blend,25,32,High,Uttarakhand,15.49,15.7
VH19785,DR19785,Mahindra Marazzo,2026,2982,Manual,2490,2748,12.46,40.8,80,20,Moderate,75,108.23,E10 Blend,27,23,Medium,Kerala,12.12,11.9
VH19786,DR19786,Mahindra Marazzo,2020,2179,Manual,62114,2811,12.31,46.3,93,7,Aggressive,87,102.84,E10 Blend,50,22,Low,Gujarat,12.31,11.9
VH19787,DR19787,Honda City,2026,1248,Automatic,1458,1705,15.27,27.9,56,44,Aggressive,91,104.78,Petrol (E0),54,20,High,Delhi,14.57,14.6
VH19788,DR19788,Hyundai Venue,2015,1199,Manual,101108,455,19.69,61.4,60,40,Moderate,86,116.14,Petrol (E0),28,32,Medium,Madhya Pradesh,19.59,19.5
VH19789,DR19789,Maruti Suzuki Dzire,2017,1497,Manual,84010,1748,15.76,18.9,45,55,Aggressive,63,110.61,E10 Blend,46,23,Medium,Kerala,14.98,13.9
VH19790,DR19790,Hyundai Santro,2021,799,Manual,48408,1215,22.19,37.2,60,40,Moderate,24,114.99,Petrol (E0),51,20,Medium,West Bengal,20.51,20.3
